,Verse,Transcription
919,Sir2:1,"Τέκνον, εἰ προσέρχῃ δουλεύειν Κυρίῳ θεῷ, ἑτοίμασον τὴν ψυχήν σου εἰς πειρασμόν·"
920,Sir2:2,"εὔθυνον τὴν καρδίαν σου καὶ καρτέρησον, καὶ μὴ σπεύσῃς ἐν καιρῷ ἐπαγωγῆς·"
921,Sir2:3,"κολλήθητι αὐτῷ καὶ μὴ ἀποστῇς, ἵνα αὐξηθῇς ἐπ’ ἐσχάτων σου."
922,Sir2:4,"πᾶν ὃ ἐὰν ἐπαχθῇ σοι δέξαι, καὶ ἐν ἀλλάγμασιν ταπεινώσεώς σου μακροθύμησον·"
923,Sir2:5,"ὅτι ἐν πυρὶ δοκιμάζεται χρυσός, καὶ ἄνθρωποι δεκτοὶ ἐν καμίνῳ ταπεινώσεως."
924,Sir2:6,πίστευσον αὐτῷ καὶ ἀντιλήμψεταί σου· εὔθυνον τὰς ὁδούς σου καὶ ἔλπισον ἐπ’ αὐτόν.
925,Sir2:7,"οἱ φοβούμενοι τὸν κύριον, ἀναμείνατε τὸ ἔλεος αὐτοῦ, καὶ μὴ ἐκκλίνητε, ἵνα μὴ πέσητε."
926,Sir2:8,"οἱ φοβούμενοι Κύριον, πιστεύσατε αὐτῷ, καὶ οὐ μὴ πταίσῃ ὁ μισθὸς ὑμῶν."
927,Sir2:9,"οἱ φοβούμενοι Κύριον, ἐλπίσατε εἰς ἀγαθὰ καὶ εἰς εὐφροσύνην αἰῶνος καὶ ἐλέους."
928,Sir2:10,"ἐμβλέψατε εἰς ἀρχαίας γενεὰς καὶ ἴδετε· τίς ἐνεπίστευσεν Κυρίῳ καὶ κατῃσχύνθη; ἢ τίς ἐνέμεινεν τῷ φόβῳ αὐτοῦ καὶ ἐγκατελείφθη; ἢ τίς ἐπεκαλέσατο αὐτόν, καὶ ὑπερεῖδεν αὐτόν;"
929,Sir2:11,"διότι οἰκτείρμων καὶ ἐλεήμων ὁ κύριος, καὶ ἀφίησιν ἁμαρτίας καὶ σώζει ἐν καιρῷ θλίψεως."
930,Sir2:12,"οὐαὶ καρδίαις δειλαῖς καὶ χερσὶν παρειμέναις, καὶ ἁμαρτωλῷ ἐπιβαίνοντι ἐπὶ δύο τρίβους."
931,Sir2:13,"οὐαὶ καρδίᾳ παρειμένῃ, ὅτι οὐ πιστεύει· διὰ τοῦτο οὐ σκεπασθήσεται."
932,Sir2:14,οὐαὶ ὑμῖν τοῖς ἀπολωλεκόσιν τὴν ὑπομονήν· καὶ τί ποιήσετε ὅταν ἐπισκέπτηται ὁ κύριος;
933,Sir2:15,"οἱ φοβούμενοι Κύριον οὐκ ἀπειθήσουσιν ῥημάτων αὐτοῦ, καὶ οἱ ἀγαπῶντες αὐτὸν συντηρήσουσιν τὰς ὁδοὺς αὐτοῦ."
934,Sir2:16,"οἱ φοβούμενοι Κύριον ζητήσουσιν εὐδοκίαν αὐτοῦ, καὶ οἱ ἀγαπῶντες αὐτὸν ἐμπλησθήσονται τοῦ νόμου."
935,Sir2:17,"οἱ φοβούμενοι Κύριον ἑτοιμάσουσιν καρδίας αὐτῶν, καὶ ἐνώπιον αὐτοῦ ταπεινώσουσιν τὰς ψυχὰς αὐτῶν."
936,Sir2:18,"ἐμπεσούμεθα εἰς χεῖρας Κυρίου καὶ οὐκ εἰς χεῖρας ἀνθρώπων· ὡς γὰρ ἡ μεγαλωσύνη αὐτοῦ, οὕτως καὶ τὸ ἔλεος αὐτοῦ."
937,Sir3:1,"Ἐμοῦ τοῦ πατρὸς ἀκούσατε, τέκνα, καὶ οὕτως ποιήσατε, ἵνα σωθῆτε."
938,Sir3:2,"ὁ γὰρ Κύριος ἐδόξασεν πατέρα ἐπὶ τέκνοις, καὶ κρίσιν μητρὸς ἐστερέωσεν ἐφ’ υἱοῖς."
939,Sir3:3,ὁ τιμῶν πατέρα ἐξιλάσεται ἁμαρτίας·
940,Sir3:4,καὶ ὡς ὁ ἀποθησαυρίζων ὁ δοξάζων μητέρα αὐτοῦ.
941,Sir3:5,"ὁ τιμῶν πατέρα εὐφρανθήσεται ὑπὸ τέκνων, καὶ ὡς ὁ ἀποθησαυρίζων ὁ δοξάζων μητέρα αὐτοῦ· καὶ ἐν ἡμέρᾳ προσευχῆς αὐτοῦ εἰσακουσθήσεται."
942,Sir3:6,"ὁ δοξάζων πατέρα μακροημερεύσει, καὶ ὁ εἰσακούων Κυρίου ἀναπαύσει μητέρα αὐτοῦ,"
943,Sir3:7,καὶ ὡς δεσπόταις δουλεύσει ἐν τοῖς γεννήσασιν αὐτόν.
944,Sir3:8,"ἐν ἔργῳ καὶ λόγῳ τίμα τὸν πατέρα σου, ἵνα ἐπέλθῃ σοι εὐλογία παρ’ αὐτοῦ·"
945,Sir3:9,"εὐλογία γὰρ πατρὸς στηρίζει οἴκους τέκνων, κατάρα δὲ μητρὸς ἐκριζοῖ θεμέλια."
946,Sir3:10,"μὴ δοξάζου ἐν ἀτιμίᾳ πατρός σου, οὐ γάρ ἐστίν σοι δόξα πρὸς ἀτιμίαν·"
947,Sir3:11,"ἡ γὰρ δόξα ἀνθρώπου ἐκ τιμῆς πατρὸς αὐτοῦ, καὶ ὄνειδος τέκνοις μήτηρ ἐν ἀδοξίᾳ."
948,Sir3:12,"τέκνον, ἀντιλαβοῦ ἐν γήρᾳ πατρός σου, καὶ μὴ λυπήσῃς αὐτὸν ἐν τῇ ζωῇ αὐτοῦ·"
949,Sir3:13,"κἂν ἀπολείπῃ σύνεσιν, συγγνώμην ἔχε, καὶ μὴ ἀτιμάσῃς αὐτὸν ἐν πάσῃ ἰσχύι σου."
950,Sir3:14,"ἐλεημοσύνη γὰρ πατρὸς οὐκ ἐπιλησθήσεται, καὶ ἀντὶ ἁμαρτιῶν προσανοικοδομηθήσεταί σοι·"
951,Sir3:15,"ἐν ἡμέρᾳ θλίψεώς σου ἀναμνησθήσεταί σου· ὡς εὐδία ἐπὶ παγετῷ, οὕτως ἀναλυθήσονταί σου αἱ ἁμαρτίαι."
952,Sir3:16,"ὡς βλάσφημος ὁ ἐγκαταλιπὼν πατέρα, καὶ κεκατηραμένος ὑπὸ Κυρίου ὁ παροργίζων μητέρα αὐτοῦ."
953,Sir3:17,"Τέκνον, ἐν πρᾳύτητι τὰ ἔργα σου διέξαγε, καὶ ὑπὸ ἀνθρώπου δεκτοῦ ἀγαπηθήσῃ·"
954,Sir3:18,"ὅσῳ μέγας εἶ, τοσούτῳ ταπεινοῦ σεαυτόν, καὶ ἔναντι Κυρίου εὑρήσεις χάριν·"
955,Sir3:19,
956,Sir3:20,ὅτι μεγάλη ἡ δυναστεία τοῦ κυρίου καὶ ὑπὸ τῶν ταπεινῶν δοξάζεται.
957,Sir3:21,"χαλεπώτερά σου μὴ ζήτει, καὶ ἰσχυρότερά σου μὴ ἐξέταζε."
958,Sir3:22,"ἃ προσετάγη σοι, ταῦτα διανοοῦ· οὐ γάρ ἐστίν σοι χρεία τῶν κρυπτῶν."
959,Sir3:23,ἐν τοῖς περισσοῖς τῶν ἔργων σου μὴ περιεργάζου· πλείονα γὰρ συνέσεως ἀνθρώπων ὑπεδείχθη σοι.
960,Sir3:24,"πολλοὺς γὰρ ἐπλάνησεν ἡ ὑπόλημψις αὐτῶν, καὶ ὑπόνοια πονηρὰ ὠλίσθησεν διανοίας αὐτῶν."
961,Sir3:25,
962,Sir3:26,"καὶ ὁ ἀγαπῶν κίνδυνον ἐν αὐτῷ ἐμπεσεῖται· καρδία σκληρὰ κακωθήσεται ἐπ’ ἐσχάτων, καρδία σκληρὰ βαρυνθήσεται ἐπ’ ἐσχάτων."
963,Sir3:27,"καρδία σκληρὰ βαρυνθήσεται πόνοις, καὶ ὁ ἁμαρτωλὸς προσθήσει ἁμαρτίαν ἐφ’ ἁμαρτίαις."
964,Sir3:28,"ἐπαγωγῇ ὑπερηφάνου οὐκ ἔστιν ἴασις, φυτὸν γὰρ πονηρίας ἐρρίζωκεν ἐν αὐτῷ."
965,Sir3:29,"καρδία συνετοῦ διανοηθήσεται παραβολήν, καὶ οὖς ἀκροατοῦ ἐπιθυμία σοφοῦ."
966,Sir3:30,"πῦρ φλογιζόμενον ἀποσβέσει ὕδωρ, καὶ ἐλεημοσύνη ἐξιλάσεται ἁμαρτίας."
967,Sir3:31,"ὁ ἀνταποδιδοὺς χάριτας μέμνηται εἰς τὰ μετὰ ταῦτα, καὶ ἐν καιρῷ πτώσεως εὑρήσει στήριγμα."
968,Sir4:1,"Τέκνον, τὴν ζωὴν τοῦ πτωχοῦ μὴ ἀποστερήσῃς, καὶ μὴ παρελκύσῃς ὀφθαλμοὺς ἐπιδεεῖς."
969,Sir4:2,"ψυχὴν πεινῶσαν μὴ λυπήσῃς, καὶ μὴ παροργίσῃς ἄνδρα ἐν ἀπορίᾳ αὐτοῦ."
970,Sir4:3,"καρδίαν παροργισμένην μὴ προσταράξῃς, καὶ μὴ παρελκύσῃς δόσιν προσδεομένου."
971,Sir4:4,"ἱκέτην θλιβόμενον μὴ ἀπαναίνου, καὶ μὴ ἀποστρέψῃς τὸ πρόσωπόν σου ἀπὸ πτωχοῦ."
972,Sir4:5,"ἀπὸ δεομένου μὴ ἀποστρέψῃς ὀφθαλμόν, καὶ μὴ δῷς τόπον ἀνθρώπῳ καταράσασθαί σε·"
973,Sir4:6,"καταρωμένου γάρ σε ἐν πικρίᾳ ψυχῆς αὐτοῦ, τῆς δεήσεως αὐτοῦ ἐπακούσεται ὁ ποιήσας αὐτόν."
974,Sir4:7,"προσφιλῆ συναγωγῇ σεαυτὸν ποίει, καὶ μεγιστᾶνι ταπείνου τὴν κεφαλήν σου."
975,Sir4:8,"κλῖνον πτωχῷ τὸ οὖς σου, καὶ ἀποκρίθητι αὐτῷ εἰρηνικὰ ἐν πρᾳύτητι."
976,Sir4:9,"ἐξελοῦ ἀδικούμενον ἐκ χειρὸς ἀδικοῦντος, καὶ μὴ ὀλιγοψυχήσῃς ἐν τῷ κρίνειν σε."
977,Sir4:10,"γίνου ὀρφανοῖς ὡς πατήρ, καὶ ἀντὶ ἀνδρὸς τῇ μητρὶ αὐτῶν· καὶ ἔσῃ ὡς υἱὸς Ὑψίστου, καὶ ἀγαπήσει σε μᾶλλον ἢ μήτηρ σου."
978,Sir4:11,"Ἡ σοφία υἱοὺς ἑαυτῇ ἀνύψωσεν, καὶ ἐπιλαμβάνεται τῶν ζητούντων αὐτήν."
979,Sir4:12,"ὁ ἀγαπῶν αὐτὴν ἀγαπᾷ ζωήν, καὶ οἱ ὀρθρίζοντες πρὸς αὐτὴν ἐμπλησθήσονται εὐφροσύνης·"
980,Sir4:13,"ὁ κρατῶν αὐτῆς κληρονομήσει δόξαν, καὶ οὗ εἰσπορεύεται, εὐλογήσει Κύριος·"
981,Sir4:14,"οἱ λατρεύοντες αὐτῇ λειτουργήσουσιν ἁγίῳ, καὶ τοὺς ἀγαπῶντας αὐτὴν ἀγαπᾷ ὁ κύριος·"
982,Sir4:15,"ὁ ὑπακούων αὐτῆς κρινεῖ ἔθνη, καὶ ὁ προσελθὼν αὐτῇ κατασκηνώσει πεποιθώς."
983,Sir4:16,"ἐὰν ἐμπιστεύσῃς, κατακληρονομήσεις αὐτήν, καὶ ἐν κατασχέσει ἔσονται αἱ γενεαὶ αὐτοῦ·"
984,Sir4:17,"ὅτι διεστραμμένως πορεύεται μετ’ αὐτοῦ ἐν πρώτοις, φόβον δὲ καὶ δειλίαν ἐπάξει ἐπ’ αὐτόν, καὶ βασανίσει αὐτὸν ἐν παιδίᾳ αὐτῆς, ἕως οὗ ἐνπιστεύσῃ τῇ ψυχῇ αὐτοῦ· καὶ πειράσει αὐτὸν ἐν τοῖς δικαιώμασιν αὐτῆς·"
985,Sir4:18,"καὶ πάλιν ἐπανήξει κατ’ εὐθεῖαν πρὸς αὐτὸν καὶ εὐφρανεῖ αὐτόν, καὶ ἀποκαλύψει αὐτῷ τὰ κρυπτὰ αὐτῆς."
986,Sir4:19,"ἐὰν ἀποπλανηθῇ, ἐγκαταλείψει αὐτόν, καὶ παραδώσει αὐτὸν εἰς χεῖρας πτώσεως αὐτοῦ."
987,Sir4:20,"Συντήρησον καιρὸν καὶ φύλαξαι ἀπὸ πονηροῦ, καὶ περὶ τῆς ψυχῆς σου μὴ αἰσχυνθῇς·"
988,Sir4:21,"ἔστιν γὰρ αἰσχύνη ἐπάγουσα ἁμαρτίαν, καὶ ἔστιν αἰσχύνη δόξα καὶ χάρις."
989,Sir4:22,"μὴ λάβῃς πρόσωπον κατὰ τῆς ψυχῆς σου, καὶ μὴ ἐντραπῇς εἰς πτῶσίν σου."
990,Sir4:23,μὴ κωλύσῃς λόγον ἐν καιρῷ σωτηρίας·
991,Sir4:24,"ἐν γὰρ λόγῳ γνωσθήσεται σοφία, καὶ παιδεία ἐν ῥήματι γλώσσης."
992,Sir4:25,"μὴ ἀντίλεγε τῇ ἀληθείᾳ, καὶ περὶ τῆς ἀπαιδευσίας σου ἐντράπητι·"
993,Sir4:26,"μὴ αἰσχυνθῇς ὁμολογῆσαι ἐφ’ ἁμαρτίαις σου, καὶ μὴ βιάζου ῥοῦν ποταμοῦ."
994,Sir4:27,"καὶ μὴ ὑποστρώσῃς σεαυτὸν ἀνθρώπῳ μωρῷ, καὶ μὴ λάβῃς πρόσωπον δυνάστου."
995,Sir4:28,"ἕως τοῦ θανάτου ἀγώνισαι περὶ τῆς ἀληθείας, καὶ Κύριος ὁ θεὸς πολεμήσει ὑπὲρ σοῦ."
996,Sir4:29,"μὴ γίνου τραχὺς ἐν γλώσσῃ σου, καὶ νωθρὸς καὶ παρειμένος ἐν τοῖς ἔργοις σου."
997,Sir4:30,"μὴ ἴσθι ὡς λέων ἐν τῷ οἴκῳ σου, καὶ φαντασιοκοπῶν ἐν τοῖς οἰκέταις σου."
998,Sir4:31,"μὴ ἔστω ἡ χείρ σου ἐκτεταμένη εἰς τὸ λαβεῖν, καὶ ἐν τῷ ἀποδιδόναι συνεσταλμένη."
999,Sir5:1,"μὴ ἔπεχε ἐπὶ τοῖς χρήμασίν σου, καὶ μὴ εἴπῃς Αὐτάρκη μοί ἐστιν."
1000,Sir5:2,"μὴ ἐξακολούθει τῇ ψυχῇ σου καὶ τῇ ἰσχύι σου, πορεύεσθαι ἐν ἐπιθυμίαις καρδίας σου·"
1001,Sir5:3,καὶ μὴ εἴπῃς Τίς με δυναστεύσει; ὁ γὰρ κύριος ἐκδικῶν ἐκδικήσει σε.
1002,Sir5:4,"μὴ εἴπῃς Ἥμαρτον, καὶ τί μοι ἐγένετο; ὁ γὰρ κύριός ἐστιν μακρόθυμος."
1003,Sir5:5,"περὶ ἐξιλασμοῦ μὴ ἄφοβος γίνου, προσθεῖναι ἁμαρτίαν ἐφ’ ἁμαρτίαις·"
1004,Sir5:6,"καὶ μὴ εἴπῃς Ὁ οἰκτειρμὸς αὐτοῦ πολύς, τὸ πλῆθος τῶν ἁμαρτιῶν μου ἐξιλάσεται· ἔλεος γὰρ καὶ ὀργὴ παρ’ αὐτοῦ, καὶ ἐπὶ ἁμαρτωλοὺς καταπαύσει ὁ θυμὸς αὐτοῦ."
1005,Sir5:7,"μὴ ἀνάμενε ἐπιστρέψαι πρὸς Κύριον, καὶ μὴ ὑπερβάλλου ἡμέραν ἐξ ἡμέρας· ἐξάπινα γὰρ ἐξελεύσεται ὀργὴ Κυρίου, καὶ ἐν καιρῷ ἐκδικήσεως ἐξολῇ."
1006,Sir5:8,μὴ ἔπεχε ἐπὶ χρήμασιν ἀδίκοις· οὐδὲν γὰρ ὠφελήσεις ἐν ἡμέρᾳ ἐπαγωγῆς.
1007,Sir5:9,"μὴ λίκμα ἐν παντὶ ἀνέμῳ, καὶ μὴ πορεύου ἐν πάσῃ ἀτραπῷ· οὕτως ὁ ἁμαρτωλὸς ὁ δίγλωσσος."
1008,Sir5:10,"ἴσθι ἐστηριγμένος ἐν συνέσει σου, καὶ εἷς ἔστω σου ὁ λόγος."
1009,Sir5:11,"γίνου ταχὺς ἐν ἀκροάσει σου, καὶ ἐν μακροθυμίᾳ φθέγγου ἀπόκρισιν."
1010,Sir5:12,"εἰ ἔστιν σοι σύνεσις, ἀποκρίθητι τῷ πλησίον· εἰ δὲ μή, ἡ χείρ σου ἔστω ἐπὶ στόματί σου."
1011,Sir5:13,"δόξα καὶ ἀτιμία ἐν λαλιᾷ, καὶ γλῶσσα ἀνθρώπου πτῶσις αὐτῷ·"
1012,Sir5:14,"μὴ κληθῇς ψίθυρος, καὶ τῇ γλώσσῃ σου μὴ ἐνεδρευθῇς· ἐπὶ γὰρ τῷ κλέπτῃ ἐστὶν αἰσχύνη, καὶ κατάγνωσις πονηρὰ ἐπὶ διγλώσσου."
1013,Sir5:15,"ἐν μεγάλῳ καὶ ἐν μικρῷ μὴ ἀγνόει,"
1014,Sir6:1,"καὶ ἀντὶ φίλου μὴ γίνου ἐχθρός· ὄνομα γὰρ πονηρὸν αἰσχύνη, καὶ ὄνειδος κληρονομήσει· οὕτως ὁ ἁμαρτωλὸς ὁ δίγλωσσος."
1015,Sir6:2,"μὴ ἐπάρῃς σεαυτὸν ἐν βουλῇ ψυχῆς σου, ἵνα μὴ διαρπαγῇ ὡς ταῦρος ἡ ψυχή σου·"
1016,Sir6:3,"τὰ φύλλα σου καταφάγεσαι καὶ τοὺς καρπούς σου ἀπολέσεις, καὶ ἀφήσεις σεαυτὸν ὡς ξύλον ξηρόν."
1017,Sir6:4,"Ψυχὴ πονηρὰ ἀπολεῖ τὸν κτησάμενον αὐτήν, καὶ ἐπίχαρμα ἐχθρῶν ποιήσει αὐτόν."
1018,Sir6:5,"λάρυγξ γλυκὺς πληθυνεῖ φίλους αὐτοῦ, καὶ γλῶσσα εὔλαλος πληθυνεῖ εὐπροσήγορα."
1019,Sir6:6,"οἱ εἰρηνεύοντές σοι ἔστωσαν πολλοί, οἱ δὲ σύμβουλοί σου εἷς ἀπὸ χιλίων."
1020,Sir6:7,"εἰ κτᾶσαι φίλον, ἐν πειρασμῷ κτῆσαι αὐτόν, καὶ μὴ ταχὺ ἐμπιστεύσῃς αὐτῷ."
1021,Sir6:8,"ἔστιν γὰρ φίλος ἐν καιρῷ αὐτοῦ, καὶ οὐ μὴ παραμείνῃ ἐν ἡμέρᾳ θλίψεώς σου·"
1022,Sir6:9,"καὶ ἔστιν φίλος μετατιθέμενος εἰς ἔχθραν, καὶ μάχην ὀνειδισμοῦ σου ἀποκαλύψει·"
1023,Sir6:10,"καὶ ἔστιν φίλος κοινωνὸς τραπεζῶν, καὶ οὐ μὴ παραμείνῃ ἐν ἡμέρᾳ θλίψεώς σου·"
1024,Sir6:11,"καὶ ἐν τοῖς ἀγαθοῖς σου ἔσται ὡς σύ, καὶ ἐπὶ τοὺς οἰκέτας σου παρρησιάσεται·"
1025,Sir6:12,"ἐὰν ταπεινωθῇς, ἔσται κατὰ σοῦ, καὶ ἀπὸ τοῦ προσώπου σου κρυβήσεται."
1026,Sir6:13,"ἀπὸ τῶν ἐχθρῶν σου διαχωρίσθητι, καὶ ἀπὸ τῶν φίλων σου πρόσεχε."
1027,Sir6:14,"φίλος πιστὸς σκέπη κραταιά· ὁ δὲ εὑρὼν αὐτόν, εὗρεν θησαυρόν."
1028,Sir6:15,"φίλου πιστοῦ οὐκ ἔστιν ἀντάλλαγμα, καὶ οὐκ ἔστιν σταθμὸς τῆς καλλονῆς αὐτοῦ."
1029,Sir6:16,"φίλος πιστὸς φάρμακον ζωῆς, καὶ οἱ φοβούμενοι Κύριον εὑρήσουσιν αὐτόν."
1030,Sir6:17,"ὁ φοβούμενος Κύριον εὐθυνεῖ φιλίαν αὐτοῦ, ὅτι κατ’ αὐτὸν οὕτως καὶ ὁ πλησίον αὐτοῦ."
1031,Sir6:18,"Τέκνον, ἐκ νεότητός σου ἐπίλεξαι παιδίαν, καὶ ἕως πολιῶν εὑρήσεις σοφίαν·"
1032,Sir6:19,"ὡς ὁ ἀροτριῶν καὶ ὁ σπείρων πρόσελθε αὐτῇ, καὶ ἀνάμενε τοὺς ἀγαθοὺς καρποὺς αὐτῆς· ἐν γὰρ τῇ ἐργασίᾳ αὐτῆς ὀλίγον κοπιάσεις, καὶ ταχὺ φάγεσαι τῶν γενημάτων αὐτῆς."
1033,Sir6:20,"ὡς ταχεῖά ἐστιν σφόδρα τοῖς ἀπαιδεύτοις, καὶ οὐκ ἐμμενεῖ ἐν αὐτῇ ἀκάρδιος·"
1034,Sir6:21,"ὡς λίθος δοκιμασίας ἰσχυρὸς ἔσται ἐπ’ αὐτῷ, καὶ οὐ χρονιεῖ ἀπορῖψαι αὐτήν."
1035,Sir6:22,"σοφία γὰρ κατὰ τὸ ὄνομα αὐτῆς ἐστιν, καὶ οὐ πολλοῖς ἐστιν φανερά."
1036,Sir6:23,"ἄκουσον, τέκνον, καὶ δέξαι γνώμην μου, καὶ μὴ ἀπαναίνου τὴν συμβουλίαν μου·"
1037,Sir6:24,"καὶ εἰσένεγκον τοὺς πόδας σου εἰς τὰς πέδας αὐτῆς, καὶ εἰς τὸν κλοιὸν αὐτῆς τὸν τράχηλόν σου·"
1038,Sir6:25,"ὑπόθες τὸν ὦμόν σου καὶ βάσταξον αὐτήν, καὶ μὴ προσοχθίσῃς τοῖς δεσμοῖς αὐτῆς·"
1039,Sir6:26,"ἐν πάσῃ ψυχῇ σου πρόσελθε αὐτῇ, καὶ ἐν ὅλῃ δυνάμει σου συντήρησον τὰς ὁδοὺς αὐτῆς."
1040,Sir6:27,"ἐξίχνευσον καὶ ζήτησον, καὶ γνωσθήσεταί σοι, καὶ ἐγκρατὴς γενόμενος μὴ ἀφῇς αὐτήν·"
1041,Sir6:28,"ἐπ’ ἐσχάτων γὰρ εὑρήσεις τὴν ἀνάπαυσιν αὐτῆς, καὶ στραφήσεταί σοι εἰς εὐφροσύνην·"
1042,Sir6:29,"καὶ ἔσονταί σοι αἱ πέδαι εἰς σκέπην ἰσχύος, καὶ οἱ κλάδοι αὐτῆς εἰς στολὴν δόξης."
1043,Sir6:30,"κόσμος γὰρ χρύσεός ἐστιν ἐπ’ αὐτῆς, καὶ οἱ δεσμοὶ αὐτῆς κλῶσμα ὑακίνθινον·"
1044,Sir6:31,"στολὴν δόξης ἐνδύσῃ αὐτήν, καὶ στέφανον ἀγαλλιάματος περιθήσεις σεαυτῷ."
1045,Sir6:32,"ἐὰν θέλῃς, τέκνον, παιδευθήσῃ, καὶ ἐὰν δῷς τὴν ψυχήν σου, πανοῦργος ἔσῃ·"
1046,Sir6:33,"ἐὰν ἀγαπήσῃς ἀκούειν, ἐκδέξῃ, καὶ ἐὰν κλίνῃς τὸ οὖς σου, σοφὸς ἔσῃ."
1047,Sir6:34,ἐν πλήθει πρεσβυτέρων στῆθι· καὶ τίς σοφός; αὐτῷ προσκολλήθητι.
1048,Sir6:35,"πᾶσαν διήγησιν θείαν θέλε ἀκούειν, καὶ παροιμίαι συνέσεως μὴ ἐκφευγέτωσάν σε."
1049,Sir6:36,"ἐὰν ἴδῃς συνετόν, ὄρθριζε πρὸς αὐτόν, καὶ βαθμοὺς θυρῶν αὐτοῦ ἐκτριβέτω ὁ πούς σου."
1050,Sir6:37,"διανοοῦ ἐν τοῖς προστάγμασιν Κυρίου, καὶ ἐν ταῖς ἐντολαῖς αὐτοῦ μελέτα διὰ παντός· αὐτὸς στηριεῖ τὴν καρδίαν σου, καὶ ἡ ἐπιθυμία τῆς σοφίας σου δοθήσεταί σοι."
1051,Sir7:1,"Μὴ ποίει κακά, καὶ οὐ μή σε καταλάβῃ κακόν·"
1052,Sir7:2,"ἀπόστηθι ἀπὸ ἀδίκου, καὶ ἐκκλινεῖ ἀπὸ σοῦ."
1053,Sir7:3,"υἱέ, μὴ σπεῖρε ἐπ’ αὔλακας ἀδικίας, καὶ οὐ μὴ θερίσῃς αὐτὰς ἑπταπλασίως."
1054,Sir7:4,"μὴ ζήτει παρὰ Κυρίου ἡγεμονίαν, μηδὲ παρὰ βασιλέως καθέδραν δόξης."
1055,Sir7:5,"μὴ δικαιοῦ ἔναντι Κυρίου, καὶ παρὰ βασιλεῖ μὴ σοφίζου."
1056,Sir7:6,"μὴ ζήτει γενέσθαι κριτής, μὴ οὐκ ἐξισχύσεις ἐξᾶραι ἀδικίας· μή ποτε εὐλαβηθῇς ἀπὸ προσώπου δυνάστου, καὶ θήσεις σκάνδαλον ἐν εὐθύτητί σου."
1057,Sir7:7,"μὴ ἁμάρτανε εἰς πλῆθος πόλεως, καὶ μὴ καταβάλῃς σεαυτὸν ἐν ὄχλῳ."
1058,Sir7:8,"μὴ καταδεσμεύσῃς δὶς ἁμαρτίαν, ἐν γὰρ τῇ μιᾷ οὐκ ἀθῷος ἔσῃ."
1059,Sir7:9,"μὴ εἴπῃς Τῷ πλήθει τῶν δώρων μου ἐπόψεται, καὶ ἐν τῷ προσενέγκαι με θεῷ ὑψίστῳ προσδέξεται."
1060,Sir7:10,"μὴ ὀλιγοψυχήσῃς ἐν τῇ προσευχῇ σου, καὶ ἐλεημοσύνην ποιῆσαι μὴ παρίδῃς."
1061,Sir7:11,μὴ καταγέλα ἄνθρωπον ὄντα ἐν πικρίᾳ ψυχῆς αὐτοῦ· ἔστιν γὰρ ὁ ταπεινῶν καὶ ἀνυψῶν.
1062,Sir7:12,"μὴ ἀροτρία ψεῦδος ἐπ’ ἀδελφῷ σου, μηδὲ φίλῳ τὸ ὅμοιον ποίει."
1063,Sir7:13,μὴ θέλε ψεύδεσθαι πᾶν ψεῦδος· ὁ γὰρ ἐνδελεχισμὸς αὐτοῦ οὐκ εἰς ἀγαθόν.
1064,Sir7:14,"μὴ ἀδολέσχει ἐν πλήθει πρεσβυτέρων, ⸆ καὶ μὴ δευτερώσῃς λόγον ἐν προσευχῇ σου."
1065,Sir7:15,μὴ μισήσῃς ἐπίπονον ἐργασίαν καὶ γεωργίαν ὑπὸ Ὑψίστου ἐκτισμένην.
1066,Sir7:16,"μὴ προσλογίζου σεαυτὸν ἐν πλήθει ἁμαρτωλῶν· ⸂ μνήσθητι ὅτι ὀργὴ οὐ χρονιεῖ,⸃"
1067,Sir7:17,ταπείνωσον σφόδρα τὴν ψυχήν σου. ὅτι ἐκδίκησις ἀσεβοῦς πῦρ καὶ σκώληξ.
1068,Sir7:18,"μὴ ἀλλάξῃς φίλον ἕνεκεν ἀδιαφόρου, μηδὲ ἀδελφὸν γνήσιον ἐν χρυσίῳ Σουφείρ."
1069,Sir7:19,"μὴ ἀστόχει γυναικὸς σοφῆς καὶ ἀγαθῆς, καὶ γὰρ χάρις αὐτῆς ὑπὲρ τὸ χρυσίον."
1070,Sir7:20,"μὴ κακώσῃς οἰκέτην ἐργαζόμενον ἐν ἀληθείᾳ, μηδὲ μίσθιον διδόντα ψυχὴν αὐτοῦ·"
1071,Sir7:21,οἰκέτην ἀγαθὸν ἀγαπάτω σου ἡ ψυχή· μὴ στερήσῃς αὐτὸν ἐλευθερίας.
1072,Sir7:22,"Κτήνη σοί ἐστιν; ἐπισκέπτου αὐτά, καὶ εἰ ἔστιν σοι χρήσιμα, ἐμμενέτω σοι."
1073,Sir7:23,"τέκνα σοί ἐστιν; παίδευσον αὐτά, καὶ κάμψον ἐκ νεότητος τὸν τράχηλον αὐτῶν."
1074,Sir7:24,"θυγατέρες σοί εἰσιν; πρόσεχε τῷ σώματι αὐτῶν, καὶ μὴ ἱλαρώσῃς πρὸς αὐτὰς τὸ πρόσωπόν σου."
1075,Sir7:25,"ἔκδου θυγατέρα, καὶ ἔσῃ τετελεκὼς ἔργον μέγα, καὶ ἀνδρὶ συνετῷ δώρησαι αὐτήν."
