,Verse,Transcription
1203,Mk4:25,ὃς γὰρ ἂν ἔχῃ δοθήσεται αὐτῷ καὶ ὃς οὐκ ἔχει καὶ ὃ ἔχει ἀρθήσεται ἀπ' αὐτοῦ
1204,Mk4:26,καὶ ἔλεγεν οὕτως ἐστὶν ἡ βασιλεία τοῦ θεοῦ ὡς ἐὰν ἄνθρωπος βάλῃ τὸν σπόρον ἐπὶ τῆς γῆς
1205,Mk4:27,καὶ καθεύδῃ καὶ ἐγείρηται νύκτα καὶ ἡμέραν καὶ ὁ σπόρος βλαστάνῃ καὶ μηκύνηται ὡς οὐκ οἶδεν αὐτός
1206,Mk4:28,αὐτομάτη γὰρ ἡ γῆ καρποφορεῖ πρῶτον χόρτον εἶτα στάχυν εἶτα πλήρη σῖτον ἐν τῷ στάχυϊ
1207,Mk4:29,ὅταν δὲ παραδῷ ὁ καρπός εὐθέως ἀποστέλλει τὸ δρέπανον ὅτι παρέστηκεν ὁ θερισμός
1208,Mk4:30,καὶ ἔλεγεν τίνι ὁμοιώσωμεν τὴν βασιλείαν τοῦ θεοῦ ἢ ἐν ποίᾳ παραβολῇ παραβάλωμεν αὐτήν
1209,Mk4:31,ὡς κόκκον σινάπεως ὅς ὅταν σπαρῇ ἐπὶ τῆς γῆς μικρότερος πάντων τῶν σπερμάτων ἐστὶν τῶν ἐπὶ τῆς γῆς
1210,Mk4:32,καὶ ὅταν σπαρῇ ἀναβαίνει καὶ γίνεται πάντων τῶν λαχάνων μείζων καὶ ποιεῖ κλάδους μεγάλους ὥστε δύνασθαι ὑπὸ τὴν σκιὰν αὐτοῦ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνοῦν
1211,Mk4:33,καὶ τοιαύταις παραβολαῖς πολλαῖς ἐλάλει αὐτοῖς τὸν λόγον καθὼς ἐδύναντο ἀκούειν
1212,Mk4:34,χωρὶς δὲ παραβολῆς οὐκ ἐλάλει αὐτοῖς κατ' ἰδίαν δὲ τοῖς μαθηταῖς αὐτοῦ ἐπέλυεν πάντα
1213,Mk4:35,καὶ λέγει αὐτοῖς ἐν ἐκείνῃ τῇ ἡμέρᾳ ὀψίας γενομένης διέλθωμεν εἰς τὸ πέραν
1214,Mk4:36,καὶ ἀφέντες τὸν ὄχλον παραλαμβάνουσιν αὐτὸν ὡς ἦν ἐν τῷ πλοίῳ καὶ ἄλλα δὲ πλοιάρια ἦν μετ' αὐτοῦ
1215,Mk4:37,καὶ γίνεται λαῖλαψ ἀνέμου μεγάλη τὰ δὲ κύματα ἐπέβαλλεν εἰς τὸ πλοῖον ὥστε αὐτὸ ἤδη γεμίζεσθαι
1216,Mk4:38,καὶ ἦν αὐτὸς ἐπὶ τῇ πρύμνῃ ἐπὶ τὸ προσκεφάλαιον καθεύδων καὶ διεγείρουσιν αὐτόν καὶ λέγουσιν αὐτῷ διδάσκαλε οὐ μέλει σοι ὅτι ἀπολλύμεθα
1217,Mk4:39,καὶ διεγερθεὶς ἐπετίμησεν τῷ ἀνέμῳ καὶ εἶπεν τῇ θαλάσσῃ σιώπα πεφίμωσο καὶ ἐκόπασεν ὁ ἄνεμος καὶ ἐγένετο γαλήνη μεγάλη
1218,Mk4:40,καὶ εἶπεν αὐτοῖς τί δειλοί ἐστε οὕτως πῶς οὐκ ἔχετε πίστιν
1219,Mk4:41,καὶ ἐφοβήθησαν φόβον μέγαν καὶ ἔλεγον πρὸς ἀλλήλους τίς ἄρα οὗτός ἐστιν ὅτι καὶ ὁ ἄνεμος καὶ ἡ θάλασσα ὑπακούουσιν αὐτῷ
1220,Mk5:1,καὶ ἦλθον εἰς τὸ πέραν τῆς θαλάσσης εἰς τὴν χώραν τῶν Γαδαρηνῶν
1221,Mk5:2,καὶ ἐξελθόντι αὐτῷ ἐκ τοῦ πλοίου εὐθέως ἀπήντησεν αὐτῷ ἐκ τῶν μνημείων ἄνθρωπος ἐν πνεύματι ἀκαθάρτῳ
1222,Mk5:3,ὃς τὴν κατοίκησιν εἶχεν ἐν τοῖς μνήμασιν καὶ οὔτε ἁλύσεσιν οὐδεὶς ἐδύνατο αὐτὸν δῆσαι
1223,Mk5:4,διὰ τὸ αὐτὸν πολλάκις πέδαις καὶ ἁλύσεσιν δεδέσθαι καὶ διεσπᾶσθαι ὑπ' αὐτοῦ τὰς ἁλύσεις καὶ τὰς πέδας συντετρίφθαι καὶ οὐδεὶς αὐτὸν ἴσχυεν δαμάσαι
1224,Mk5:5,καὶ διὰ παντός νυκτὸς καὶ ἡμέρας ἐν τοῖς ὄρεσιν καὶ ἐν τοῖς μνήμασιν ἦν κράζων καὶ κατακόπτων ἑαυτὸν λίθοις
1225,Mk5:6,ἰδὼν δὲ τὸν Ἰησοῦν ἀπὸ μακρόθεν ἔδραμεν καὶ προσεκύνησεν αὐτῷ
1226,Mk5:7,καὶ κράξας φωνῇ μεγάλῃ εἶπεν τί ἐμοὶ καὶ σοί Ἰησοῦ υἱὲ τοῦ θεοῦ τοῦ ὑψίστου ὁρκίζω σε τὸν θεόν μή με βασανίσῃς
1227,Mk5:8,ἔλεγεν γὰρ αὐτῷ ἔξελθε τὸ πνεῦμα τὸ ἀκάθαρτον ἐκ τοῦ ἀνθρώπου
1228,Mk5:9,καὶ ἐπηρώτα αὐτόν τί σοι ὄνομα καὶ ἀπεκρίθη λέγων λεγεὼν ὄνομά μοι ὅτι πολλοί ἐσμεν
1229,Mk5:10,καὶ παρεκάλει αὐτὸν πολλά ἵνα μὴ αὐτοὺς ἀποστείλῃ ἔξω τῆς χώρας
1230,Mk5:11,ἦν δὲ ἐκεῖ πρὸς τῷ ὄρει ἀγέλη χοίρων μεγάλη βοσκομένη
1231,Mk5:12,καὶ παρεκάλεσαν αὐτὸν πάντες οἱ δαίμονες λέγοντες πέμψον ἡμᾶς εἰς τοὺς χοίρους ἵνα εἰς αὐτοὺς εἰσέλθωμεν
1232,Mk5:13,καὶ ἐπέτρεψεν αὐτοῖς εὐθέως ὁ Ἰησοῦς καὶ ἐξελθόντα τὰ πνεύματα τὰ ἀκάθαρτα εἰσῆλθον εἰς τοὺς χοίρους καὶ ὥρμησεν ἡ ἀγέλη κατὰ τοῦ κρημνοῦ εἰς τὴν θάλασσαν ἦσαν δὲ ὡς δισχίλιοι καὶ ἐπνίγοντο ἐν τῇ θαλάσσῃ
1233,Mk5:14,οἱ δὲ βόσκοντες τοὺς χοίρους ἔφυγον καὶ ἀνήγγειλαν εἰς τὴν πόλιν καὶ εἰς τοὺς ἀγρούς καὶ ἐξῆλθον ἰδεῖν τί ἐστιν τὸ γεγονός
1234,Mk5:15,καὶ ἔρχονται πρὸς τὸν Ἰησοῦν καὶ θεωροῦσιν τὸν δαιμονιζόμενον καθήμενον καὶ ἱματισμένον καὶ σωφρονοῦντα τὸν ἐσχηκότα τὸν λεγεῶνα καὶ ἐφοβήθησαν
1235,Mk5:16,διηγήσαντο δὲ αὐτοῖς οἱ ἰδόντες πῶς ἐγένετο τῷ δαιμονιζομένῳ καὶ περὶ τῶν χοίρων
1236,Mk5:17,καὶ ἤρξαντο παρακαλεῖν αὐτὸν ἀπελθεῖν ἀπὸ τῶν ὁρίων αὐτῶν
1237,Mk5:18,καὶ ἐμβάντος αὐτοῦ εἰς τὸ πλοῖον παρεκάλει αὐτὸν ὁ δαιμονισθείς ἵνα ᾖ μετ' αὐτοῦ
1238,Mk5:19,ὁ δὲ Ἰησοῦς οὐκ ἀφῆκεν αὐτόν ἀλλὰ λέγει αὐτῷ ὕπαγε εἰς τὸν οἶκόν σου πρὸς τοὺς σούς καὶ ἀνάγγειλον αὐτοῖς ὅσα σοι ὁ κύριος πεποίηκεν καὶ ἠλέησέν σε
1239,Mk5:20,καὶ ἀπῆλθεν καὶ ἤρξατο κηρύσσειν ἐν τῇ Δεκαπόλει ὅσα ἐποίησεν αὐτῷ ὁ Ἰησοῦς καὶ πάντες ἐθαύμαζον
1240,Mk5:21,καὶ διαπεράσαντος τοῦ Ἰησοῦ ἐν τῷ πλοίῳ πάλιν εἰς τὸ πέραν συνήχθη ὄχλος πολὺς ἐπ' αὐτόν καὶ ἦν παρὰ τὴν θάλασσαν
1241,Mk5:22,καὶ ἰδού ἔρχεται εἷς τῶν ἀρχισυναγώγων ὀνόματι Ἰάειρος καὶ ἰδὼν αὐτόν πίπτει πρὸς τοὺς πόδας αὐτοῦ
1242,Mk5:23,καὶ παρεκάλει αὐτὸν πολλά λέγων ὅτι τὸ θυγάτριόν μου ἐσχάτως ἔχει ἵνα ἐλθὼν ἐπιθῇς αὐτῇ τὰς χεῖρας ὅπως σωθῇ καὶ ζήσεται
1243,Mk5:24,καὶ ἀπῆλθεν μετ' αὐτοῦ καὶ ἠκολούθει αὐτῷ ὄχλος πολύς καὶ συνέθλιβον αὐτόν
1244,Mk5:25,καὶ γυνή τις οὖσα ἐν ῥύσει αἵματος ἔτη δώδεκα
1245,Mk5:26,καὶ πολλὰ παθοῦσα ὑπὸ πολλῶν ἰατρῶν καὶ δαπανήσασα τὰ παρ' αὐτῆς πάντα καὶ μηδὲν ὠφεληθεῖσα ἀλλὰ μᾶλλον εἰς τὸ χεῖρον ἐλθοῦσα
1246,Mk5:27,ἀκούσασα περὶ τοῦ Ἰησοῦ ἐλθοῦσα ἐν τῷ ὄχλῳ ὄπισθεν ἥψατο τοῦ ἱματίου αὐτοῦ
1247,Mk5:28,ἔλεγεν γὰρ ὅτι κἂν τῶν ἱματίων αὐτοῦ ἅψωμαι σωθήσομαι
1248,Mk5:29,καὶ εὐθέως ἐξηράνθη ἡ πηγὴ τοῦ αἵματος αὐτῆς καὶ ἔγνω τῷ σώματι ὅτι ἴαται ἀπὸ τῆς μάστιγος
1249,Mk5:30,καὶ εὐθέως ὁ Ἰησοῦς ἐπιγνοὺς ἐν ἑαυτῷ τὴν ἐξ αὐτοῦ δύναμιν ἐξελθοῦσαν ἐπιστραφεὶς ἐν τῷ ὄχλῳ ἔλεγεν τίς μου ἥψατο τῶν ἱματίων
1250,Mk5:31,καὶ ἔλεγον αὐτῷ οἱ μαθηταὶ αὐτοῦ βλέπεις τὸν ὄχλον συνθλίβοντά σε καὶ λέγεις τίς μου ἥψατο
1251,Mk5:32,καὶ περιεβλέπετο ἰδεῖν τὴν τοῦτο ποιήσασαν
1252,Mk5:33,ἡ δὲ γυνὴ φοβηθεῖσα καὶ τρέμουσα εἰδυῖα ὃ γέγονεν ἐπ' αὐτῇ ἦλθεν καὶ προσέπεσεν αὐτῷ καὶ εἶπεν αὐτῷ πᾶσαν τὴν ἀλήθειαν
1253,Mk5:34,ὁ δὲ εἶπεν αὐτῇ θύγατερ ἡ πίστις σου σέσωκέν σε ὕπαγε εἰς εἰρήνην καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου
1254,Mk5:35,ἔτι αὐτοῦ λαλοῦντος ἔρχονται ἀπὸ τοῦ ἀρχισυναγώγου λέγοντες ὅτι ἡ θυγάτηρ σου ἀπέθανεν τί ἔτι σκύλλεις τὸν διδάσκαλον
1255,Mk5:36,ὁ δὲ Ἰησοῦς εὐθέως ἀκούσας τὸν λόγον λαλούμενον λέγει τῷ ἀρχισυναγώγῳ μὴ φοβοῦ μόνον πίστευε
1256,Mk5:37,καὶ οὐκ ἀφῆκεν οὐδένα αὐτῷ συνακολουθῆσαι εἰ μὴ Πέτρον καὶ Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν Ἰακώβου
1257,Mk5:38,καὶ ἔρχεται εἰς τὸν οἶκον τοῦ ἀρχισυναγώγου καὶ θεωρεῖ θόρυβον κλαίοντας καὶ ἀλαλάζοντας πολλά
1258,Mk5:39,καὶ εἰσελθὼν λέγει αὐτοῖς τί θορυβεῖσθε καὶ κλαίετε τὸ παιδίον οὐκ ἀπέθανεν ἀλλὰ καθεύδει
1259,Mk5:40,καὶ κατεγέλων αὐτοῦ ὁ δέ ἐκβαλὼν πάντας παραλαμβάνει τὸν πατέρα τοῦ παιδίου καὶ τὴν μητέρα καὶ τοὺς μετ' αὐτοῦ καὶ εἰσπορεύεται ὅπου ἦν τὸ παιδίον ἀνακείμενον
1260,Mk5:41,καὶ κρατήσας τῆς χειρὸς τοῦ παιδίου λέγει αὐτῇ ταλιθά κοῦμι ὅ ἐστιν μεθερμηνευόμενον τὸ κοράσιον σοὶ λέγω ἔγειραι
1261,Mk5:42,καὶ εὐθέως ἀνέστη τὸ κοράσιον καὶ περιεπάτει ἦν γὰρ ἐτῶν δώδεκα καὶ ἐξέστησαν ἐκστάσει μεγάλῃ
1262,Mk5:43,καὶ διεστείλατο αὐτοῖς πολλὰ ἵνα μηδεὶς γνῷ τοῦτο καὶ εἶπεν δοθῆναι αὐτῇ φαγεῖν
1263,Mk6:1,καὶ ἐξῆλθεν ἐκεῖθεν καὶ ἦλθεν εἰς τὴν πατρίδα αὐτοῦ καὶ ἀκολουθοῦσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ
1264,Mk6:2,καὶ γενομένου σαββάτου ἤρξατο ἐν τῇ συναγωγῇ διδάσκειν καὶ πολλοὶ ἀκούοντες ἐξεπλήσσοντο λέγοντες πόθεν τούτῳ ταῦτα καὶ τίς ἡ σοφία ἡ δοθεῖσα αὐτῷ καὶ δυνάμεις τοιαῦται διὰ τῶν χειρῶν αὐτοῦ γίνονται
1265,Mk6:3,οὐχ οὗτός ἐστιν ὁ τέκτων ὁ υἱὸς Μαρίας ἀδελφὸς δὲ Ἰακώβου καὶ Ἰωσῆ καὶ Ἰούδα καὶ Σίμωνος καὶ οὐκ εἰσὶν αἱ ἀδελφαὶ αὐτοῦ ὧδε πρὸς ἡμᾶς καὶ ἐσκανδαλίζοντο ἐν αὐτῷ
1266,Mk6:4,ἔλεγεν δὲ αὐτοῖς ὁ Ἰησοῦς ὅτι οὐκ ἔστιν προφήτης ἄτιμος εἰ μὴ ἐν τῇ πατρίδι αὐτοῦ καὶ ἐν τοῖς συγγενέσιν καὶ ἐν τῇ οἰκίᾳ αὐτοῦ
1267,Mk6:5,καὶ οὐκ ἠδύνατο ἐκεῖ οὐδεμίαν δύναμιν ποιῆσαι εἰ μὴ ὀλίγοις ἀρρώστοις ἐπιθεὶς τὰς χεῖρας ἐθεράπευσεν
1268,Mk6:6,καὶ ἐθαύμαζεν διὰ τὴν ἀπιστίαν αὐτῶν καὶ περιῆγεν τὰς κώμας κύκλῳ διδάσκων
1269,Mk6:7,καὶ προσκαλεῖται τοὺς δώδεκα καὶ ἤρξατο αὐτοὺς ἀποστέλλειν δύο δύο καὶ ἐδίδου αὐτοῖς ἐξουσίαν τῶν πνευμάτων τῶν ἀκαθάρτων
1270,Mk6:8,καὶ παρήγγειλεν αὐτοῖς ἵνα μηδὲν αἴρωσιν εἰς ὁδόν εἰ μὴ ῥάβδον μόνον μὴ πήραν μὴ ἄρτον μὴ εἰς τὴν ζώνην χαλκόν
1271,Mk6:9,ἀλλ' ὑποδεδεμένους σανδάλια καὶ μὴ ἐνδύσησθε δύο χιτῶνας
1272,Mk6:10,καὶ ἔλεγεν αὐτοῖς ὅπου ἐὰν εἰσέλθητε εἰς οἰκίαν ἐκεῖ μένετε ἕως ἂν ἐξέλθητε ἐκεῖθεν
1273,Mk6:11,καὶ ὅσοι ἂν μὴ δέξωνται ὑμᾶς μηδὲ ἀκούσωσιν ὑμῶν ἐκπορευόμενοι ἐκεῖθεν ἐκτινάξατε τὸν χοῦν τὸν ὑποκάτω τῶν ποδῶν ὑμῶν εἰς μαρτύριον αὐτοῖς ἀμὴν λέγω ὑμῖν ἀνεκτότερον ἔσται Σοδόμοις ἢ Γομόρροις ἐν ἡμέρᾳ κρίσεως ἢ τῇ πόλει ἐκείνῃ
1274,Mk6:12,καὶ ἐξελθόντες ἐκήρυσσον ἵνα μετανοήσωσιν
1275,Mk6:13,καὶ δαιμόνια πολλὰ ἐξέβαλλον καὶ ἤλειφον ἐλαίῳ πολλοὺς ἀρρώστους καὶ ἐθεράπευον
1276,Mk6:14,καὶ ἤκουσεν ὁ βασιλεὺς Ἡρῴδης φανερὸν γὰρ ἐγένετο τὸ ὄνομα αὐτοῦ καὶ ἔλεγεν ὅτι Ἰωάννης ὁ βαπτίζων ἐκ νεκρῶν ἠγέρθη καὶ διὰ τοῦτο ἐνεργοῦσιν αἱ δυνάμεις ἐν αὐτῷ
1277,Mk6:15,ἄλλοι ἔλεγον ὅτι Ἠλίας ἐστίν ἄλλοι δὲ ἔλεγον ὅτι προφήτης ἐστίν ὡς εἷς τῶν προφητῶν
1278,Mk6:16,ἀκούσας δὲ Ἡρῴδης εἶπεν ὅτι ὃν ἐγὼ ἀπεκεφάλισα Ἰωάννην οὗτός ἐστιν αὐτὸς ἠγέρθη ἐκ νεκρῶν
1279,Mk6:17,αὐτὸς γὰρ ὁ Ἡρῴδης ἀποστείλας ἐκράτησεν τὸν Ἰωάννην καὶ ἔδησεν αὐτὸν ἐν φυλακῇ διὰ Ἡρῳδιάδα τὴν γυναῖκα Φιλίππου τοῦ ἀδελφοῦ αὐτοῦ ὅτι αὐτὴν ἐγάμησεν
1280,Mk6:18,ἔλεγεν γὰρ ὁ Ἰωάννης τῷ Ἡρῴδῃ ὅτι οὐκ ἔξεστίν σοι ἔχειν τὴν γυναῖκα τοῦ ἀδελφοῦ σου
1281,Mk6:19,ἡ δὲ Ἡρῳδιὰς ἐνεῖχεν αὐτῷ καὶ ἤθελεν αὐτὸν ἀποκτεῖναι καὶ οὐκ ἠδύνατο
1282,Mk6:20,ὁ γὰρ Ἡρῴδης ἐφοβεῖτο τὸν Ἰωάννην εἰδὼς αὐτὸν ἄνδρα δίκαιον καὶ ἅγιον καὶ συνετήρει αὐτόν καὶ ἀκούσας αὐτοῦ πολλὰ ἐποίει καὶ ἡδέως αὐτοῦ ἤκουεν
1283,Mk6:21,καὶ γενομένης ἡμέρας εὐκαίρου ὅτε Ἡρῴδης τοῖς γενεσίοις αὐτοῦ δεῖπνον ἐποίει τοῖς μεγιστᾶσιν αὐτοῦ καὶ τοῖς χιλιάρχοις καὶ τοῖς πρώτοις τῆς Γαλιλαίας
1284,Mk6:22,καὶ εἰσελθούσης τῆς θυγατρὸς αὐτῆς τῆς Ἡρῳδιάδος καὶ ὀρχησαμένης καὶ ἀρεσάσης τῷ Ἡρῴδῃ καὶ τοῖς συνανακειμένοις εἶπεν ὁ βασιλεὺς τῷ κορασίῳ αἴτησόν με ὃ ἐὰν θέλῃς καὶ δώσω σοί
1285,Mk6:23,καὶ ὤμοσεν αὐτῇ ὅτι ὃ ἐάν με αἰτήσῃς δώσω σοί ἕως ἡμίσους τῆς βασιλείας μου
1286,Mk6:24,ἡ δὲ ἐξελθοῦσα εἶπεν τῇ μητρὶ αὐτῆς τί αἰτήσομαι ἡ δὲ εἶπεν τὴν κεφαλὴν Ἰωάννου τοῦ βαπτιστοῦ
1287,Mk6:25,καὶ εἰσελθοῦσα εὐθέως μετὰ σπουδῆς πρὸς τὸν βασιλέα ᾐτήσατο λέγουσα θέλω ἵνα μοι δῷς ἐξαυτῆς ἐπὶ πίνακι τὴν κεφαλὴν Ἰωάννου τοῦ βαπτιστοῦ
1288,Mk6:26,καὶ περίλυπος γενόμενος ὁ βασιλεύς διὰ τοὺς ὅρκους καὶ τοὺς συνανακειμένους οὐκ ἠθέλησεν αὐτὴν ἀθετῆσαι
1289,Mk6:27,καὶ εὐθέως ἀποστείλας ὁ βασιλεὺς σπεκουλάτορα ἐπέταξεν ἐνεχθῆναι τὴν κεφαλὴν αὐτοῦ
1290,Mk6:28,ὁ δὲ ἀπελθὼν ἀπεκεφάλισεν αὐτὸν ἐν τῇ φυλακῇ καὶ ἤνεγκεν τὴν κεφαλὴν αὐτοῦ ἐπὶ πίνακι καὶ ἔδωκεν αὐτὴν τῷ κορασίῳ καὶ τὸ κοράσιον ἔδωκεν αὐτὴν τῇ μητρὶ αὐτῆς
1291,Mk6:29,καὶ ἀκούσαντες οἱ μαθηταὶ αὐτοῦ ἦλθον καὶ ἦραν τὸ πτῶμα αὐτοῦ καὶ ἔθηκαν αὐτὸ ἐν μνημείῳ
1292,Mk6:30,καὶ συνάγονται οἱ ἀπόστολοι πρὸς τὸν Ἰησοῦν καὶ ἀπήγγειλαν αὐτῷ πάντα καὶ ὅσα ἐποίησαν καὶ ὅσα ἐδίδαξαν
1293,Mk6:31,καὶ εἶπεν αὐτοῖς δεῦτε ὑμεῖς αὐτοὶ κατ' ἰδίαν εἰς ἔρημον τόπον καὶ ἀναπαύεσθε ὀλίγον ἦσαν γὰρ οἱ ἐρχόμενοι καὶ οἱ ὑπάγοντες πολλοί καὶ οὐδὲ φαγεῖν εὐκαίρουν
1294,Mk6:32,καὶ ἀπῆλθον εἰς ἔρημον τόπον τῷ πλοίῳ κατ' ἰδίαν
1295,Mk6:33,καὶ εἶδον αὐτοὺς ὑπάγοντας καὶ ἐπέγνωσαν αὐτὸν πολλοί καὶ πεζῇ ἀπὸ πασῶν τῶν πόλεων συνέδραμον ἐκεῖ καὶ προῆλθον αὐτούς καὶ συνῆλθον πρὸς αὐτόν
1296,Mk6:34,καὶ ἐξελθὼν εἶδεν ὁ Ἰησοῦς πολὺν ὄχλον καὶ ἐσπλαγχνίσθη ἐπ' αὐτοῖς ὅτι ἦσαν ὡς πρόβατα μὴ ἔχοντα ποιμένα καὶ ἤρξατο διδάσκειν αὐτοὺς πολλά
1297,Mk6:35,καὶ ἤδη ὥρας πολλῆς γενομένης προσελθόντες αὐτῷ οἱ μαθηταὶ αὐτοῦ λέγουσιν ὅτι ἔρημός ἐστιν ὁ τόπος καὶ ἤδη ὥρα πολλή
1298,Mk6:36,ἀπόλυσον αὐτούς ἵνα ἀπελθόντες εἰς τοὺς κύκλῳ ἀγροὺς καὶ κώμας ἀγοράσωσιν ἑαυτοῖς ἄρτους τί γὰρ φάγωσιν οὐκ ἔχουσιν
1299,Mk6:37,ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς δότε αὐτοῖς ὑμεῖς φαγεῖν καὶ λέγουσιν αὐτῷ ἀπελθόντες ἀγοράσωμεν δηναρίων διακοσίων ἄρτους καὶ δῶμεν αὐτοῖς φαγεῖν
1300,Mk6:38,ὁ δὲ λέγει αὐτοῖς πόσους ἄρτους ἔχετε ὑπάγετε καὶ ἴδετε καὶ γνόντες λέγουσιν πέντε καὶ δύο ἰχθύας
1301,Mk6:39,καὶ ἐπέταξεν αὐτοῖς ἀνακλῖναι πάντας συμπόσια συμπόσια ἐπὶ τῷ χλωρῷ χόρτῳ
1302,Mk6:40,καὶ ἀνέπεσον πρασιαὶ πρασιαί ἀνὰ ἑκατὸν καὶ ἀνὰ πεντήκοντα
1303,Mk6:41,καὶ λαβὼν τοὺς πέντε ἄρτους καὶ τοὺς δύο ἰχθύας ἀναβλέψας εἰς τὸν οὐρανόν εὐλόγησεν καὶ κατέκλασεν τοὺς ἄρτους καὶ ἐδίδου τοῖς μαθηταῖς αὐτοῦ ἵνα παραθῶσιν αὐτοῖς καὶ τοὺς δύο ἰχθύας ἐμέρισεν πᾶσιν
1304,Mk6:42,καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν
1305,Mk6:43,καὶ ἦραν κλασμάτων δώδεκα κοφίνους πλήρεις καὶ ἀπὸ τῶν ἰχθύων
1306,Mk6:44,καὶ ἦσαν οἱ φαγόντες τοὺς ἄρτους πεντακισχίλιοι ἄνδρες
1307,Mk6:45,καὶ εὐθέως ἠνάγκασεν τοὺς μαθητὰς αὐτοῦ ἐμβῆναι εἰς τὸ πλοῖον καὶ προάγειν εἰς τὸ πέραν πρὸς Βηθσαϊδάν ἕως αὐτὸς ἀπολύσῃ τὸν ὄχλον
1308,Mk6:46,καὶ ἀποταξάμενος αὐτοῖς ἀπῆλθεν εἰς τὸ ὄρος προσεύξασθαι
1309,Mk6:47,καὶ ὀψίας γενομένης ἦν τὸ πλοῖον ἐν μέσῳ τῆς θαλάσσης καὶ αὐτὸς μόνος ἐπὶ τῆς γῆς
1310,Mk6:48,καὶ εἶδεν αὐτοὺς βασανιζομένους ἐν τῷ ἐλαύνειν ἦν γὰρ ὁ ἄνεμος ἐναντίος αὐτοῖς καὶ περὶ τετάρτην φυλακὴν τῆς νυκτὸς ἔρχεται πρὸς αὐτούς περιπατῶν ἐπὶ τῆς θαλάσσης καὶ ἤθελεν παρελθεῖν αὐτούς
1311,Mk6:49,οἱ δέ ἰδόντες αὐτὸν περιπατοῦντα ἐπὶ τῆς θαλάσσης ἔδοξαν φάντασμα εἶναι καὶ ἀνέκραξαν
1312,Mk6:50,πάντες γὰρ αὐτὸν εἶδον καὶ ἐταράχθησαν καὶ εὐθέως ἐλάλησεν μετ' αὐτῶν καὶ λέγει αὐτοῖς θαρσεῖτε ἐγώ εἰμι μὴ φοβεῖσθε
1313,Mk6:51,καὶ ἀνέβη πρὸς αὐτοὺς εἰς τὸ πλοῖον καὶ ἐκόπασεν ὁ ἄνεμος καὶ λίαν ἐκπερισσοῦ ἐν ἑαυτοῖς ἐξίσταντο καὶ ἐθαύμαζον
1314,Mk6:52,οὐ γὰρ συνῆκαν ἐπὶ τοῖς ἄρτοις ἦν γὰρ αὐτῶν ἡ καρδία πεπωρωμένη
1315,Mk6:53,καὶ διαπεράσαντες ἦλθον ἐπὶ τὴν γῆν Γεννησαρέτ καὶ προσωρμίσθησαν
1316,Mk6:54,καὶ ἐξελθόντων αὐτῶν ἐκ τοῦ πλοίου εὐθέως ἐπιγνόντες αὐτόν
1317,Mk6:55,περιδραμόντες ὅλην τὴν περίχωρον ἐκείνην ἤρξαντο ἐπὶ τοῖς κραββάτοις τοὺς κακῶς ἔχοντας περιφέρειν ὅπου ἤκουον ὅτι ἐκεῖ ἐστιν
1318,Mk6:56,καὶ ὅπου ἂν εἰσεπορεύετο εἰς κώμας ἢ πόλεις ἢ ἀγρούς ἐν ταῖς ἀγοραῖς ἐτίθουν τοὺς ἀσθενοῦντας καὶ παρεκάλουν αὐτὸν ἵνα κἂν τοῦ κρασπέδου τοῦ ἱματίου αὐτοῦ ἅψωνται καὶ ὅσοι ἂν ἥπτοντο αὐτοῦ ἐσώζοντο
1319,Mk7:1,καὶ συνάγονται πρὸς αὐτὸν οἱ Φαρισαῖοι καί τινες τῶν γραμματέων ἐλθόντες ἀπὸ Ἱεροσολύμων
1320,Mk7:2,καὶ ἰδόντες τινὰς τῶν μαθητῶν αὐτοῦ κοιναῖς χερσίν τοῦτ' ἔστιν ἀνίπτοις ἐσθίοντας ἄρτους ἐμέμψαντο
1321,Mk7:3,οἱ γὰρ Φαρισαῖοι καὶ πάντες οἱ Ἰουδαῖοι ἐὰν μὴ πυγμῇ νίψωνται τὰς χεῖρας οὐκ ἐσθίουσιν κρατοῦντες τὴν παράδοσιν τῶν πρεσβυτέρων
1322,Mk7:4,καὶ ἀπὸ ἀγορᾶς ἐὰν μὴ βαπτίσωνται οὐκ ἐσθίουσιν καὶ ἄλλα πολλά ἐστιν ἃ παρέλαβον κρατεῖν βαπτισμοὺς ποτηρίων καὶ ξεστῶν καὶ χαλκίων καὶ κλινῶν
1323,Mk7:5,ἔπειτα ἐπερωτῶσιν αὐτὸν οἱ Φαρισαῖοι καὶ οἱ γραμματεῖς διὰ τί οἱ μαθηταί σου οὐ περιπατοῦσιν κατὰ τὴν παράδοσιν τῶν πρεσβυτέρων ἀλλὰ ἀνίπτοις χερσὶν ἐσθίουσιν τὸν ἄρτον
