Verse,Transcription
Mark 10:34,καὶ ἐμπαίξουσιν αὐτῷ καὶ ἐμπτύσουσιν αὐτῷ καὶ μαστιγώσουσιν αὐτὸν καὶ ἀποκτενοῦσιν καὶ μετὰ τρεῖς ἡμέρας ἀναστήσεται
Mark 10:35,καὶ προσπορεύονται αὐτῷ Ἰάκωβος καὶ Ἰωάννης οἱ υἱοὶ Ζεβεδαίου λέγοντες αὐτῷ διδάσκαλε θέλομεν ἵνα ὃ ἐὰν αἰτήσωμέν σε ποιήσῃς ἡμῖν
Mark 10:36,ὁ δὲ εἶπεν αὐτοῖς τί θέλετέ με ποιήσω ὑμῖν
Mark 10:37,οἱ δὲ εἶπαν αὐτῷ δὸς ἡμῖν ἵνα εἷς σου ἐκ δεξιῶν καὶ εἷς σου ἐξ ἀριστερῶν καθίσωμεν ἐν τῇ δόξῃ σου
Mark 10:38,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς οὐκ οἴδατε τί αἰτεῖσθε δύνασθε πιεῖν τὸ ποτήριον ὃ ἐγὼ πίνω ἢ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι βαπτισθῆναι
Mark 10:39,οἱ δὲ εἶπαν αὐτῷ δυνάμεθα ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς τὸ ποτήριον ὃ ἐγὼ πίνω πίεσθε καὶ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι βαπτισθήσεσθε
Mark 10:40,τὸ δὲ καθίσαι ἐκ δεξιῶν μου ἢ ἐξ εὐωνύμων οὐκ ἔστιν ἐμὸν δοῦναι ἀλλ' οἷς ἡτοίμασται
Mark 10:41,καὶ ἀκούσαντες οἱ δέκα ἤρξαντο ἀγανακτεῖν περὶ Ἰακώβου καὶ Ἰωάννου
Mark 10:42,καὶ προσκαλεσάμενος αὐτοὺς ὁ Ἰησοῦς λέγει αὐτοῖς οἴδατε ὅτι οἱ δοκοῦντες ἄρχειν τῶν ἐθνῶν κατακυριεύουσιν αὐτῶν καὶ οἱ μεγάλοι αὐτῶν κατεξουσιάζουσιν αὐτῶν
Mark 10:43,οὐχ οὕτως δέ ἐστιν ἐν ὑμῖν ἀλλ' ὃς ἂν θέλῃ μέγας γενέσθαι ἐν ὑμῖν ἔσται ὑμῶν διάκονος
Mark 10:44,καὶ ὃς ἂν θέλῃ ὑμῶν γενέσθαι πρῶτος ἔσται πάντων δοῦλος
Mark 10:45,καὶ γὰρ ὁ υἱὸς τοῦ ἀνθρώπου οὐκ ἦλθεν διακονηθῆναι ἀλλὰ διακονῆσαι καὶ δοῦναι τὴν ψυχὴν αὐτοῦ λύτρον ἀντὶ πολλῶν
Mark 10:46,καὶ ἔρχονται εἰς Ἰερειχώ καὶ ἐκπορευομένου αὐτοῦ ἀπὸ Ἰερειχὼ καὶ τῶν μαθητῶν αὐτοῦ καὶ ὄχλου ἱκανοῦ ὁ υἱὸς Τιμαίου Βαρτιμαῖος τυφλὸς προσαίτης ἐκάθητο παρὰ τὴν ὁδόν
Mark 10:47,καὶ ἀκούσας ὅτι Ἰησοῦς ὁ Ναζαρηνός ἐστιν ἤρξατο κράζειν καὶ λέγειν υἱὲ Δαυεὶδ Ἰησοῦ ἐλέησόν με
Mark 10:48,καὶ ἐπετίμων αὐτῷ πολλοὶ ἵνα σιωπήσῃ ὁ δὲ πολλῷ μᾶλλον ἔκραζεν υἱὲ Δαυείδ ἐλέησόν με
Mark 10:49,καὶ στὰς ὁ Ἰησοῦς εἶπεν φωνήσατε αὐτόν καὶ φωνοῦσιν τὸν τυφλὸν λέγοντες αὐτῷ θάρσει ἔγειρε φωνεῖ σε
Mark 10:50,ὁ δὲ ἀποβαλὼν τὸ ἱμάτιον αὐτοῦ ἀναπηδήσας ἦλθεν πρὸς τὸν Ἰησοῦν
Mark 10:51,καὶ ἀποκριθεὶς αὐτῷ ὁ Ἰησοῦς εἶπεν τί σοι θέλεις ποιήσω ὁ δὲ τυφλὸς εἶπεν αὐτῷ ῥαββουνί ἵνα ἀναβλέψω
Mark 10:52,ὁ δὲ Ἰησοῦς εἶπεν αὐτῷ ὕπαγε ἡ πίστις σου σέσωκέν σε καὶ εὐθὺς ἀνέβλεψεν καὶ ἠκολούθει αὐτῷ ἐν τῇ ὁδῷ
Mark 11:1,καὶ ὅτε ἐγγίζουσιν εἰς Ἱεροσόλυμα καὶ εἰς Βηθανίαν πρὸς τὸ ὄρος τῶν ἐλαιῶν ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ
Mark 11:2,καὶ λέγει αὐτοῖς ὑπάγετε εἰς τὴν κώμην τὴν κατέναντι ὑμῶν καὶ εὐθὺς εἰσπορευόμενοι εἰς αὐτὴν εὑρήσετε πῶλον δεδεμένον ἐφ' ὃν οὐδεὶς ἀνθρώπων οὔπω κεκάθικεν λύσατε αὐτὸν καὶ φέρετε
Mark 11:3,καὶ ἐάν τις ὑμῖν εἴπῃ τί ποιεῖτε τοῦτο εἴπατε ὁ κύριος αὐτοῦ χρείαν ἔχει καὶ εὐθὺς αὐτὸν ἀποστέλλει πάλιν ὧδε
Mark 11:4,καὶ ἀπῆλθον καὶ εὗρον τὸν πῶλον δεδεμένον πρὸς τὴν θύραν ἔξω ἐπὶ τοῦ ἀμφόδου καὶ λύουσιν αὐτόν
Mark 11:5,καί τινες τῶν ἐκεῖ ἑστηκότων ἔλεγον αὐτοῖς τί ποιεῖτε λύοντες τὸν πῶλον
Mark 11:6,οἱ δὲ εἶπαν αὐτοῖς καθὼς εἶπεν ὁ Ἰησοῦς καὶ ἀφῆκαν αὐτούς
Mark 11:7,καὶ φέρουσιν τὸν πῶλον πρὸς τὸν Ἰησοῦν καὶ ἐπιβάλλουσιν αὐτῷ τὰ ἱμάτια αὐτῶν καὶ ἐκάθισεν ἐπ' αὐτόν
Mark 11:8,καὶ πολλοὶ τὰ ἱμάτια αὐτῶν ἔστρωσαν εἰς τὴν ὁδόν ἄλλοι δὲ στιβάδας κόψαντες ἐκ τῶν ἀγρῶν
Mark 11:9,καὶ οἱ προάγοντες καὶ οἱ ἀκολουθοῦντες ἔκραζον ὡσαννά εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου
Mark 11:10,εὐλογημένη ἡ ἐρχομένη βασιλεία τοῦ πατρὸς ἡμῶν Δαυείδ ὡσαννὰ ἐν τοῖς ὑψίστοις
Mark 11:11,καὶ εἰσῆλθεν εἰς Ἱεροσόλυμα εἰς τὸ ἱερόν καὶ περιβλεψάμενος πάντα ὀψὲ ἤδη οὔσης τῆς ὥρας ἐξῆλθεν εἰς Βηθανίαν μετὰ τῶν δώδεκα
Mark 11:12,καὶ τῇ ἐπαύριον ἐξελθόντων αὐτῶν ἀπὸ Βηθανίας ἐπείνασεν
Mark 11:13,καὶ ἰδὼν συκῆν ἀπὸ μακρόθεν ἔχουσαν φύλλα ἦλθεν εἰ ἄρα τι εὑρήσει ἐν αὐτῇ καὶ ἐλθὼν ἐπ' αὐτὴν οὐδὲν εὗρεν εἰ μὴ φύλλα ὁ γὰρ καιρὸς οὐκ ἦν σύκων
Mark 11:14,καὶ ἀποκριθεὶς εἶπεν αὐτῇ μηκέτι εἰς τὸν αἰῶνα ἐκ σοῦ μηδεὶς καρπὸν φάγοι καὶ ἤκουον οἱ μαθηταὶ αὐτοῦ
Mark 11:15,καὶ ἔρχονται εἰς Ἱεροσόλυμα καὶ εἰσελθὼν εἰς τὸ ἱερὸν ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας καὶ τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς κατέστρεψεν
Mark 11:16,καὶ οὐκ ἤφιεν ἵνα τις διενέγκῃ σκεῦος διὰ τοῦ ἱεροῦ
Mark 11:17,καὶ ἐδίδασκεν καὶ ἔλεγεν αὐτοῖς οὐ γέγραπται ὅτι ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται πᾶσιν τοῖς ἔθνεσιν ὑμεῖς δὲ πεποιήκατε αὐτὸν σπήλαιον λῃστῶν
Mark 11:18,καὶ ἤκουσαν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς καὶ ἐζήτουν πῶς αὐτὸν ἀπολέσωσιν ἐφοβοῦντο γὰρ αὐτόν πᾶς γὰρ ὁ ὄχλος ἐξεπλήσσοντο ἐπὶ τῇ διδαχῇ αὐτοῦ
Mark 11:19,καὶ ὅταν ὀψὲ ἐγένετο ἐξεπορεύοντο ἔξω τῆς πόλεως
Mark 11:20,καὶ παραπορευόμενοι πρωῒ εἶδον τὴν συκῆν ἐξηραμμένην ἐκ ῥιζῶν
Mark 11:21,καὶ ἀναμνησθεὶς ὁ Πέτρος λέγει αὐτῷ ῥαββεί ἴδε ἡ συκῆ ἣν κατηράσω ἐξήρανται
Mark 11:22,καὶ ἀποκριθεὶς ὁ Ἰησοῦς λέγει αὐτοῖς ἔχετε πίστιν θεοῦ
Mark 11:23,ἀμὴν λέγω ὑμῖν ὅτι ὃς ἂν εἴπῃ τῷ ὄρει τούτῳ ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν καὶ μὴ διακριθῇ ἐν τῇ καρδίᾳ αὐτοῦ ἀλλὰ πιστεύῃ ὅτι ὃ λαλεῖ γίνεται ἔσται αὐτῷ
Mark 11:24,διὰ τοῦτο λέγω ὑμῖν πάντα ὅσα προσεύχεσθε καὶ αἰτεῖσθε πιστεύετε ὅτι ἐλάβετε καὶ ἔσται ὑμῖν
Mark 11:25,καὶ ὅταν στήκετε προσευχόμενοι ἀφίετε εἴ τι ἔχετε κατά τινος ἵνα καὶ ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς ἀφῇ ὑμῖν τὰ παραπτώματα ὑμῶν
Mark 11:26,
Mark 11:27,καὶ ἔρχονται πάλιν εἰς Ἱεροσόλυμα καὶ ἐν τῷ ἱερῷ περιπατοῦντος αὐτοῦ ἔρχονται πρὸς αὐτὸν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς καὶ οἱ πρεσβύτεροι
Mark 11:28,καὶ ἔλεγον αὐτῷ ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς ἢ τίς σοι τὴν ἐξουσίαν ταύτην ἔδωκεν ἵνα ταῦτα ποιῇς
Mark 11:29,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς ἐπερωτήσω ὑμᾶς ἕνα λόγον καὶ ἀποκρίθητέ μοι καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ
Mark 11:30,τὸ βάπτισμα τὸ Ἰωάννου ἐξ οὐρανοῦ ἦν ἢ ἐξ ἀνθρώπων ἀποκρίθητέ μοι
Mark 11:31,καὶ διελογίζοντο πρὸς ἑαυτοὺς λέγοντες ἐὰν εἴπωμεν ἐξ οὐρανοῦ ἐρεῖ διατί οὖν οὐκ ἐπιστεύσατε αὐτῷ
Mark 11:32,ἀλλὰ εἴπωμεν ἐξ ἀνθρώπων ἐφοβοῦντο τὸν λαόν ἅπαντες γὰρ εἶχον τὸν Ἰωάννην ὄντως ὅτι προφήτης ἦν
Mark 11:33,καὶ ἀποκριθέντες τῷ Ἰησοῦ λέγουσιν οὐκ οἴδαμεν καὶ ὁ Ἰησοῦς λέγει αὐτοῖς οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ
Mark 12:1,καὶ ἤρξατο αὐτοῖς ἐν παραβολαῖς λαλεῖν ἀμπελῶνα ἄνθρωπος ἐφύτευσεν καὶ περιέθηκεν φραγμὸν καὶ ὤρυξεν ὑπολήνιον καὶ ᾠκοδόμησεν πύργον καὶ ἐξέδετο αὐτὸν γεωργοῖς καὶ ἀπεδήμησεν
Mark 12:2,καὶ ἀπέστειλεν πρὸς τοὺς γεωργοὺς τῷ καιρῷ δοῦλον ἵνα παρὰ τῶν γεωργῶν λάβῃ ἀπὸ τῶν καρπῶν τοῦ ἀμπελῶνος
Mark 12:3,καὶ λαβόντες αὐτὸν ἔδειραν καὶ ἀπέστειλαν κενόν
Mark 12:4,καὶ πάλιν ἀπέστειλεν πρὸς αὐτοὺς ἄλλον δοῦλον κἀκεῖνον ἐκεφαλίωσαν καὶ ἠτίμασαν
Mark 12:5,καὶ ἄλλον ἀπέστειλεν κἀκεῖνον ἀπέκτειναν καὶ πολλοὺς ἄλλους οὓς μὲν δέροντες οὓς δὲ ἀποκτέννοντες
Mark 12:6,ἔτι ἕνα εἶχεν υἱὸν ἀγαπητόν ἀπέστειλεν αὐτὸν ἔσχατον πρὸς αὐτοὺς λέγων ὅτι ἐντραπήσονται τὸν υἱόν μου
Mark 12:7,ἐκεῖνοι δὲ οἱ γεωργοὶ πρὸς ἑαυτοὺς εἶπαν ὅτι οὗτός ἐστιν ὁ κληρονόμος δεῦτε ἀποκτείνωμεν αὐτόν καὶ ἡμῶν ἔσται ἡ κληρονομία
Mark 12:8,καὶ λαβόντες ἀπέκτειναν αὐτόν καὶ ἐξέβαλον αὐτὸν ἔξω τοῦ ἀμπελῶνος
Mark 12:9,τί ποιήσει ὁ κύριος τοῦ ἀμπελῶνος ἐλεύσεται καὶ ἀπολέσει τοὺς γεωργούς καὶ δώσει τὸν ἀμπελῶνα ἄλλοις
Mark 12:10,οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας
Mark 12:11,παρὰ κυρίου ἐγένετο αὕτη καὶ ἔστιν θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν
Mark 12:12,καὶ ἐζήτουν αὐτὸν κρατῆσαι καὶ ἐφοβήθησαν τὸν ὄχλον ἔγνωσαν γὰρ ὅτι πρὸς αὐτοὺς τὴν παραβολὴν εἶπεν καὶ ἀφέντες αὐτὸν ἀπῆλθον
Mark 12:13,καὶ ἀποστέλλουσιν πρὸς αὐτόν τινας τῶν Φαρισαίων καὶ τῶν Ἡρῳδιανῶν ἵνα αὐτὸν ἀγρεύσωσιν λόγῳ
Mark 12:14,καὶ ἐλθόντες λέγουσιν αὐτῷ διδάσκαλε οἴδαμεν ὅτι ἀληθὴς εἶ καὶ οὐ μέλει σοι περὶ οὐδενός οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων ἀλλ' ἐπ' ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις ἔξεστιν κῆνσον Καίσαρι δοῦναι ἢ οὔ δῶμεν ἢ μὴ δῶμεν
Mark 12:15,ὁ δὲ ἰδὼν αὐτῶν τὴν ὑπόκρισιν εἶπεν αὐτοῖς τί με πειράζετε φέρετέ μοι δηνάριον ἵνα ἴδω
Mark 12:16,οἱ δὲ ἤνεγκαν καὶ λέγει αὐτοῖς τίνος ἡ εἰκὼν αὕτη καὶ ἡ ἐπιγραφή οἱ δὲ εἶπαν αὐτῷ Καίσαρος
Mark 12:17,ὁ δὲ Ἰησοῦς εἶπεν αὐτοῖς τὰ Καίσαρος ἀπόδοτε Καίσαρι καὶ τὰ τοῦ θεοῦ τῷ θεῷ καὶ ἐξεθαύμαζον ἐπ' αὐτῷ
Mark 12:18,καὶ ἔρχονται Σαδδουκαῖοι πρὸς αὐτόν οἵτινες λέγουσιν ἀνάστασιν μὴ εἶναι καὶ ἐπηρώτων αὐτὸν λέγοντες
Mark 12:19,διδάσκαλε Μωϋσῆς ἔγραψεν ἡμῖν ὅτι ἐάν τινος ἀδελφὸς ἀποθάνῃ καὶ καταλίπῃ γυναῖκα καὶ μὴ ἀφῇ τέκνον ἵνα λάβῃ ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα καὶ ἐξαναστήσῃ σπέρμα τῷ ἀδελφῷ αὐτοῦ
Mark 12:20,ἑπτὰ ἀδελφοὶ ἦσαν καὶ ὁ πρῶτος ἔλαβεν γυναῖκα καὶ ἀποθνῄσκων οὐκ ἀφῆκεν σπέρμα
Mark 12:21,καὶ ὁ δεύτερος ἔλαβεν αὐτήν καὶ ἀπέθανεν μὴ καταλιπὼν σπέρμα καὶ ὁ τρίτος ὡσαύτως
Mark 12:22,καὶ οἱ ἑπτὰ οὐκ ἀφῆκαν σπέρμα ἔσχατον πάντων καὶ ἡ γυνὴ ἀπέθανεν
Mark 12:23,ἐν τῇ ἀναστάσει ὅταν ἀναστῶσιν τίνος αὐτῶν ἔσται γυνή οἱ γὰρ ἑπτὰ ἔσχον αὐτὴν γυναῖκα
Mark 12:24,ἔφη αὐτοῖς ὁ Ἰησοῦς οὐ διὰ τοῦτο πλανᾶσθε μὴ εἰδότες τὰς γραφὰς μηδὲ τὴν δύναμιν τοῦ θεοῦ
Mark 12:25,ὅταν γὰρ ἐκ νεκρῶν ἀναστῶσιν οὔτε γαμοῦσιν οὔτε γαμίζονται ἀλλ' εἰσὶν ὡς ἄγγελοι ἐν τοῖς οὐρανοῖς
Mark 12:26,περὶ δὲ τῶν νεκρῶν ὅτι ἐγείρονται οὐκ ἀνέγνωτε ἐν τῇ βίβλῳ Μωϋσέως ἐπὶ τοῦ βάτου πῶς εἶπεν αὐτῷ ὁ θεὸς λέγων ἐγὼ ὁ θεὸς Ἀβραὰμ καὶ ὁ θεὸς Ἰσαὰκ καὶ ὁ θεὸς Ἰακώβ
Mark 12:27,οὐκ ἔστιν θεὸς νεκρῶν ἀλλὰ ζώντων πολὺ πλανᾶσθε
Mark 12:28,καὶ προσελθὼν εἷς τῶν γραμματέων ἀκούσας αὐτῶν συζητούντων ἰδὼν ὅτι καλῶς ἀπεκρίθη αὐτοῖς ἐπηρώτησεν αὐτόν ποία ἐστὶν ἐντολὴ πρώτη πάντων
Mark 12:29,ἀπεκρίθη ὁ Ἰησοῦς ὅτι πρώτη ἐστίν ἄκουε Ἰσραήλ κύριος ὁ θεὸς ἡμῶν κύριος εἷς ἐστιν
Mark 12:30,καὶ ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης τῆς καρδίας σου καὶ ἐξ ὅλης τῆς ψυχῆς σου καὶ ἐξ ὅλης τῆς διανοίας σου καὶ ἐξ ὅλης τῆς ἰσχύος σου
Mark 12:31,δευτέρα αὕτη ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν μείζων τούτων ἄλλη ἐντολὴ οὐκ ἔστιν
Mark 12:32,καὶ εἶπεν αὐτῷ ὁ γραμματεύς καλῶς διδάσκαλε ἐπ' ἀληθείας εἶπες ὅτι εἷς ἐστιν καὶ οὐκ ἔστιν ἄλλος πλὴν αὐτοῦ
Mark 12:33,καὶ τὸ ἀγαπᾶν αὐτὸν ἐξ ὅλης τῆς καρδίας καὶ ἐξ ὅλης τῆς συνέσεως καὶ ἐξ ὅλης τῆς ἰσχύος καὶ τὸ ἀγαπᾶν τὸν πλησίον ὡς ἑαυτὸν περισσότερόν ἐστιν πάντων τῶν ὁλοκαυτωμάτων καὶ τῶν θυσιῶν
Mark 12:34,καὶ ὁ Ἰησοῦς ἰδὼν αὐτὸν ὅτι νουνεχῶς ἀπεκρίθη εἶπεν αὐτῷ οὐ μακρὰν εἶ ἀπὸ τῆς βασιλείας τοῦ θεοῦ καὶ οὐδεὶς οὐκέτι ἐτόλμα αὐτὸν ἐπερωτῆσαι
Mark 12:35,καὶ ἀποκριθεὶς ὁ Ἰησοῦς ἔλεγεν διδάσκων ἐν τῷ ἱερῷ πῶς λέγουσιν οἱ γραμματεῖς ὅτι ὁ Χριστὸς υἱὸς Δαυείδ ἐστιν
Mark 12:36,αὐτὸς Δαυεὶδ εἶπεν ἐν τῷ πνεύματι τῷ ἁγίῳ εἶπεν ὁ κύριος τῷ κυρίῳ μου κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου
Mark 12:37,αὐτὸς Δαυεὶδ λέγει αὐτὸν κύριον καὶ πόθεν αὐτοῦ ἐστιν υἱός καὶ ὁ πολὺς ὄχλος ἤκουεν αὐτοῦ ἡδέως
Mark 12:38,καὶ ἐν τῇ διδαχῇ αὐτοῦ ἔλεγεν βλέπετε ἀπὸ τῶν γραμματέων τῶν θελόντων ἐν στολαῖς περιπατεῖν καὶ ἀσπασμοὺς ἐν ταῖς ἀγοραῖς
Mark 12:39,καὶ πρωτοκαθεδρίας ἐν ταῖς συναγωγαῖς καὶ πρωτοκλισίας ἐν τοῖς δείπνοις
Mark 12:40,οἱ κατεσθίοντες τὰς οἰκίας τῶν χηρῶν καὶ προφάσει μακρὰ προσευχόμενοι οὗτοι λήμψονται περισσότερον κρίμα
Mark 12:41,καὶ καθίσας κατέναντι τοῦ γαζοφυλακίου ἐθεώρει πῶς ὁ ὄχλος βάλλει χαλκὸν εἰς τὸ γαζοφυλάκιον καὶ πολλοὶ πλούσιοι ἔβαλλον πολλά
Mark 12:42,καὶ ἐλθοῦσα μία χήρα πτωχὴ ἔβαλεν λεπτὰ δύο ὅ ἐστιν κοδράντης
Mark 12:43,καὶ προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν αὐτοῖς ἀμὴν λέγω ὑμῖν ὅτι ἡ χήρα αὕτη ἡ πτωχὴ πλεῖον πάντων βέβληκεν τῶν βαλλόντων εἰς τὸ γαζοφυλάκιον
Mark 12:44,πάντες γὰρ ἐκ τοῦ περισσεύοντος αὐτοῖς ἔβαλον αὕτη δὲ ἐκ τῆς ὑστερήσεως αὐτῆς πάντα ὅσα εἶχεν ἔβαλεν ὅλον τὸν βίον αὐτῆς
Mark 13:1,καὶ ἐκπορευομένου αὐτοῦ ἐκ τοῦ ἱεροῦ λέγει αὐτῷ εἷς τῶν μαθητῶν αὐτοῦ διδάσκαλε ἴδε ποταποὶ λίθοι καὶ ποταπαὶ οἰκοδομαί
Mark 13:2,καὶ ὁ Ἰησοῦς εἶπεν αὐτῷ βλέπεις ταύτας τὰς μεγάλας οἰκοδομάς οὐ μὴ ἀφεθῇ λίθος ἐπὶ λίθον ὃς οὐ μὴ καταλυθῇ
Mark 13:3,καὶ καθημένου αὐτοῦ εἰς τὸ ὄρος τῶν ἐλαιῶν κατέναντι τοῦ ἱεροῦ ἐπηρώτα αὐτὸν κατ' ἰδίαν ὁ Πέτρος καὶ Ἰάκωβος καὶ Ἰωάννης καὶ Ἀνδρέας
Mark 13:4,εἰπὸν ἡμῖν πότε ταῦτα ἔσται καὶ τί τὸ σημεῖον ὅταν μέλλῃ ταῦτα συντελεῖσθαι πάντα
Mark 13:5,ὁ δὲ Ἰησοῦς ἤρξατο λέγειν αὐτοῖς βλέπετε μή τις ὑμᾶς πλανήσῃ
Mark 13:6,πολλοὶ ἐλεύσονται ἐπὶ τῷ ὀνόματί μου λέγοντες ὅτι ἐγώ εἰμι καὶ πολλοὺς πλανήσουσιν
Mark 13:7,ὅταν δὲ ἀκούσητε πολέμους καὶ ἀκοὰς πολέμων μὴ θροεῖσθε δεῖ γενέσθαι ἀλλ' οὔπω τὸ τέλος
Mark 13:8,ἐγερθήσεται γὰρ ἔθνος ἐπ' ἔθνος καὶ βασιλεία ἐπὶ βασιλείαν ἔσονται σεισμοὶ κατὰ τόπους ἔσονται λιμοί
Mark 13:9,ἀρχὴ ὠδίνων ταῦτα βλέπετε δὲ ὑμεῖς ἑαυτούς παραδώσουσιν ὑμᾶς εἰς συνέδρια καὶ εἰς συναγωγὰς δαρήσεσθε καὶ ἐπὶ ἡγεμόνων καὶ βασιλέων σταθήσεσθε ἕνεκεν ἐμοῦ εἰς μαρτύριον αὐτοῖς
Mark 13:10,καὶ εἰς πάντα τὰ ἔθνη πρῶτον δεῖ κηρυχθῆναι τὸ εὐαγγέλιον
Mark 13:11,καὶ ὅταν ἄγωσιν ὑμᾶς παραδιδόντες μὴ προμεριμνᾶτε τί λαλήσητε ἀλλ' ὃ ἐὰν δοθῇ ὑμῖν ἐν ἐκείνῃ τῇ ὥρᾳ τοῦτο λαλεῖτε οὐ γάρ ἐστε ὑμεῖς οἱ λαλοῦντες ἀλλὰ τὸ πνεῦμα τὸ ἅγιον
Mark 13:12,καὶ παραδώσει ἀδελφὸς ἀδελφὸν εἰς θάνατον καὶ πατὴρ τέκνον καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς καὶ θανατώσουσιν αὐτούς
Mark 13:13,καὶ ἔσεσθε μισούμενοι ὑπὸ πάντων διὰ τὸ ὄνομά μου ὁ δὲ ὑπομείνας εἰς τέλος οὗτος σωθήσεται
Mark 13:14,ὅταν δὲ ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως ἑστηκότα ὅπου οὐ δεῖ ὁ ἀναγινώσκων νοείτω τότε οἱ ἐν τῇ Ἰουδαίᾳ φευγέτωσαν εἰς τὰ ὄρη
Mark 13:15,ὁ δὲ ἐπὶ τοῦ δώματος μὴ καταβάτω μηδὲ εἰσελθάτω ἆραί τι ἐκ τῆς οἰκίας αὐτοῦ
Mark 13:16,καὶ ὁ εἰς τὸν ἀγρὸν μὴ ἐπιστρεψάτω εἰς τὰ ὀπίσω ἆραι τὸ ἱμάτιον αὐτοῦ
Mark 13:17,οὐαὶ δὲ ταῖς ἐν γαστρὶ ἐχούσαις καὶ ταῖς θηλαζούσαις ἐν ἐκείναις ταῖς ἡμέραις
Mark 13:18,προσεύχεσθε δὲ ἵνα μὴ γένηται χειμῶνος
Mark 13:19,ἔσονται γὰρ αἱ ἡμέραι ἐκεῖναι θλῖψις οἵα οὐ γέγονεν τοιαύτη ἀπ' ἀρχῆς κτίσεως ἣν ἔκτισεν ὁ θεὸς ἕως τοῦ νῦν καὶ οὐ μὴ γένηται
Mark 13:20,καὶ εἰ μὴ ἐκολόβωσεν κύριος τὰς ἡμέρας οὐκ ἂν ἐσώθη πᾶσα σάρξ ἀλλὰ διὰ τοὺς ἐκλεκτοὺς οὓς ἐξελέξατο ἐκολόβωσεν τὰς ἡμέρας
Mark 13:21,καὶ τότε ἐάν τις ὑμῖν εἴπῃ ἴδε ὧδε ὁ Χριστός ἴδε ἐκεῖ μὴ πιστεύετε
Mark 13:22,ἐγερθήσονται δὲ ψευδόχριστοι καὶ ψευδοπροφῆται καὶ ποιήσουσιν σημεῖα καὶ τέρατα πρὸς τὸ ἀποπλανᾶν εἰ δυνατόν τοὺς ἐκλεκτούς
Mark 13:23,ὑμεῖς δὲ βλέπετε προείρηκα ὑμῖν πάντα
Mark 13:24,ἀλλὰ ἐν ἐκείναις ταῖς ἡμέραις μετὰ τὴν θλῖψιν ἐκείνην ὁ ἥλιος σκοτισθήσεται καὶ ἡ σελήνη οὐ δώσει τὸ φέγγος αὐτῆς
Mark 13:25,καὶ οἱ ἀστέρες ἔσονται ἐκ τοῦ οὐρανοῦ πίπτοντες καὶ αἱ δυνάμεις αἱ ἐν τοῖς οὐρανοῖς σαλευθήσονται
Mark 13:26,καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλαις μετὰ δυνάμεως πολλῆς καὶ δόξης
Mark 13:27,καὶ τότε ἀποστελεῖ τοὺς ἀγγέλους καὶ ἐπισυνάξει τοὺς ἐκλεκτοὺς ἐκ τῶν τεσσάρων ἀνέμων ἀπ' ἄκρου γῆς ἕως ἄκρου οὐρανοῦ
Mark 13:28,ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν ὅταν αὐτῆς ἤδη ὁ κλάδος ἁπαλὸς γένηται καὶ ἐκφύῃ τὰ φύλλα γινώσκετε ὅτι ἐγγὺς τὸ θέρος ἐστίν
